domain,estimand,detection_profile,action_delay_fraction,residual_contact_multiplier,system_family,effect,source_artifact,observation_profile,method,rewiring_fraction,epidemic_model,disease_regime,mapping,contrast,endpoint
epidemic_regime,detected_contacts_over_history,delayed_detection,,,guinea_baboons_sociopatterns,0.0048076923076923,results/EXP-20260817-001/full/relative_family_summary.csv,,,1.0,SIR,middle,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,guinea_baboons_sociopatterns,-0.0096153846153846,results/EXP-20260817-001/full/relative_family_summary.csv,,,0.0,SIR,middle,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,guinea_baboons_sociopatterns,-0.0048076923076923,results/EXP-20260817-001/full/relative_family_summary.csv,,,1.0,SIR,middle,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,guinea_baboons_sociopatterns,0.0,results/EXP-20260817-003/full/relative_family_summary.csv,,,0.0,SEIR/Erlang,high,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,guinea_baboons_sociopatterns,0.0104166666666666,results/EXP-20260817-003/full/relative_family_summary.csv,,,1.0,SEIR/Erlang,high,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,guinea_baboons_sociopatterns,-0.0044070512820512,results/EXP-20260817-003/full/relative_family_summary.csv,,,0.0,SEIR/Erlang,high,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,guinea_baboons_sociopatterns,0.0056089743589743,results/EXP-20260817-003/full/relative_family_summary.csv,,,1.0,SEIR/Erlang,high,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,guinea_baboons_sociopatterns,0.0,results/EXP-20260817-003/full/relative_family_summary.csv,,,0.0,SEIR/Erlang,low,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,guinea_baboons_sociopatterns,0.0,results/EXP-20260817-003/full/relative_family_summary.csv,,,1.0,SEIR/Erlang,low,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,guinea_baboons_sociopatterns,0.0,results/EXP-20260817-003/full/relative_family_summary.csv,,,0.0,SEIR/Erlang,low,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,guinea_baboons_sociopatterns,0.0048076923076923,results/EXP-20260817-003/full/relative_family_summary.csv,,,1.0,SEIR/Erlang,low,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,guinea_baboons_sociopatterns,0.0340544871794871,results/EXP-20260817-003/full/relative_family_summary.csv,,,0.0,SEIR/Erlang,middle,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,guinea_baboons_sociopatterns,0.0532852564102564,results/EXP-20260817-003/full/relative_family_summary.csv,,,1.0,SEIR/Erlang,middle,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,guinea_baboons_sociopatterns,0.0288461538461538,results/EXP-20260817-003/full/relative_family_summary.csv,,,0.0,SEIR/Erlang,middle,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,guinea_baboons_sociopatterns,0.0681089743589743,results/EXP-20260817-003/full/relative_family_summary.csv,,,1.0,SEIR/Erlang,middle,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,linked_wytham_songbird_family,0.0020261381485981,results/EXP-20260817-001/full/relative_family_summary.csv,,,0.0,SIR,high,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,linked_wytham_songbird_family,0.1052095536916442,results/EXP-20260817-001/full/relative_family_summary.csv,,,1.0,SIR,high,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,linked_wytham_songbird_family,-0.0042839504558828,results/EXP-20260817-001/full/relative_family_summary.csv,,,0.0,SIR,high,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,linked_wytham_songbird_family,0.061729818286016,results/EXP-20260817-001/full/relative_family_summary.csv,,,1.0,SIR,high,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,linked_wytham_songbird_family,-0.0027378921806853,results/EXP-20260817-001/full/relative_family_summary.csv,,,0.0,SIR,low,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,linked_wytham_songbird_family,0.029131995639621,results/EXP-20260817-001/full/relative_family_summary.csv,,,1.0,SIR,low,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,linked_wytham_songbird_family,-0.0080544663569957,results/EXP-20260817-001/full/relative_family_summary.csv,,,0.0,SIR,low,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,linked_wytham_songbird_family,0.0763994723132343,results/EXP-20260817-001/full/relative_family_summary.csv,,,1.0,SIR,low,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,linked_wytham_songbird_family,-0.0029650634896189,results/EXP-20260817-001/full/relative_family_summary.csv,,,0.0,SIR,middle,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,linked_wytham_songbird_family,0.0488835308656101,results/EXP-20260817-001/full/relative_family_summary.csv,,,1.0,SIR,middle,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,linked_wytham_songbird_family,0.0060381414449225,results/EXP-20260817-001/full/relative_family_summary.csv,,,0.0,SIR,middle,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,linked_wytham_songbird_family,0.0582173041150196,results/EXP-20260817-001/full/relative_family_summary.csv,,,1.0,SIR,middle,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,linked_wytham_songbird_family,0.0078626424883016,results/EXP-20260817-003/full/relative_family_summary.csv,,,0.0,SEIR/Erlang,high,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,linked_wytham_songbird_family,0.0643396816306768,results/EXP-20260817-003/full/relative_family_summary.csv,,,1.0,SEIR/Erlang,high,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,linked_wytham_songbird_family,0.0203057443663612,results/EXP-20260817-003/full/relative_family_summary.csv,,,0.0,SEIR/Erlang,high,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,linked_wytham_songbird_family,0.0715859807302366,results/EXP-20260817-003/full/relative_family_summary.csv,,,1.0,SEIR/Erlang,high,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,linked_wytham_songbird_family,0.0127884980165603,results/EXP-20260817-003/full/relative_family_summary.csv,,,0.0,SEIR/Erlang,low,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,linked_wytham_songbird_family,0.024512799839215,results/EXP-20260817-003/full/relative_family_summary.csv,,,1.0,SEIR/Erlang,low,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,linked_wytham_songbird_family,0.0040189744891321,results/EXP-20260817-003/full/relative_family_summary.csv,,,0.0,SEIR/Erlang,low,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,linked_wytham_songbird_family,0.0156156804917223,results/EXP-20260817-003/full/relative_family_summary.csv,,,1.0,SEIR/Erlang,low,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,linked_wytham_songbird_family,0.0129613503386338,results/EXP-20260817-003/full/relative_family_summary.csv,,,0.0,SEIR/Erlang,middle,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,linked_wytham_songbird_family,0.019631384210957,results/EXP-20260817-003/full/relative_family_summary.csv,,,1.0,SEIR/Erlang,middle,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,linked_wytham_songbird_family,0.0106331652311885,results/EXP-20260817-003/full/relative_family_summary.csv,,,0.0,SEIR/Erlang,middle,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,linked_wytham_songbird_family,0.0175434217050944,results/EXP-20260817-003/full/relative_family_summary.csv,,,1.0,SEIR/Erlang,middle,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,oxford_wildbird_network,0.0,results/EXP-20260817-001/full/relative_family_summary.csv,,,0.0,SIR,high,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,oxford_wildbird_network,-0.0147058823529411,results/EXP-20260817-001/full/relative_family_summary.csv,,,1.0,SIR,high,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,oxford_wildbird_network,-0.0014705882352941,results/EXP-20260817-001/full/relative_family_summary.csv,,,0.0,SIR,high,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,oxford_wildbird_network,0.0544117647058823,results/EXP-20260817-001/full/relative_family_summary.csv,,,1.0,SIR,high,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,oxford_wildbird_network,0.0014705882352941,results/EXP-20260817-001/full/relative_family_summary.csv,,,0.0,SIR,low,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,oxford_wildbird_network,-0.0029411764705882,results/EXP-20260817-001/full/relative_family_summary.csv,,,1.0,SIR,low,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,oxford_wildbird_network,0.0161764705882352,results/EXP-20260817-001/full/relative_family_summary.csv,,,0.0,SIR,low,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,oxford_wildbird_network,-0.0044117647058823,results/EXP-20260817-001/full/relative_family_summary.csv,,,1.0,SIR,low,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,oxford_wildbird_network,0.0,results/EXP-20260817-001/full/relative_family_summary.csv,,,0.0,SIR,middle,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,oxford_wildbird_network,0.0235294117647058,results/EXP-20260817-001/full/relative_family_summary.csv,,,1.0,SIR,middle,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,oxford_wildbird_network,0.0176470588235294,results/EXP-20260817-001/full/relative_family_summary.csv,,,0.0,SIR,middle,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,oxford_wildbird_network,0.0676470588235294,results/EXP-20260817-001/full/relative_family_summary.csv,,,1.0,SIR,middle,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,oxford_wildbird_network,-0.0029411764705882,results/EXP-20260817-003/full/relative_family_summary.csv,,,0.0,SEIR/Erlang,high,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,oxford_wildbird_network,0.013235294117647,results/EXP-20260817-003/full/relative_family_summary.csv,,,1.0,SEIR/Erlang,high,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,oxford_wildbird_network,-0.0073529411764705,results/EXP-20260817-003/full/relative_family_summary.csv,,,0.0,SEIR/Erlang,high,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,oxford_wildbird_network,0.0058823529411764,results/EXP-20260817-003/full/relative_family_summary.csv,,,1.0,SEIR/Erlang,high,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,oxford_wildbird_network,0.0,results/EXP-20260817-003/full/relative_family_summary.csv,,,0.0,SEIR/Erlang,low,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,oxford_wildbird_network,0.0,results/EXP-20260817-003/full/relative_family_summary.csv,,,1.0,SEIR/Erlang,low,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,oxford_wildbird_network,0.0147058823529411,results/EXP-20260817-003/full/relative_family_summary.csv,,,0.0,SEIR/Erlang,low,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,oxford_wildbird_network,0.0264705882352941,results/EXP-20260817-003/full/relative_family_summary.csv,,,1.0,SEIR/Erlang,low,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,oxford_wildbird_network,-0.0044117647058823,results/EXP-20260817-003/full/relative_family_summary.csv,,,0.0,SEIR/Erlang,middle,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,oxford_wildbird_network,-0.0044117647058823,results/EXP-20260817-003/full/relative_family_summary.csv,,,1.0,SEIR/Erlang,middle,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,oxford_wildbird_network,0.013235294117647,results/EXP-20260817-003/full/relative_family_summary.csv,,,0.0,SEIR/Erlang,middle,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,oxford_wildbird_network,0.0102941176470588,results/EXP-20260817-003/full/relative_family_summary.csv,,,1.0,SEIR/Erlang,middle,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,radolfzell_great_tits_ontogeny,-0.0004180602006688,results/EXP-20260817-001/full/relative_family_summary.csv,,,0.0,SIR,high,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,radolfzell_great_tits_ontogeny,0.0063639927878895,results/EXP-20260817-001/full/relative_family_summary.csv,,,1.0,SIR,high,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,radolfzell_great_tits_ontogeny,0.0086652123564056,results/EXP-20260817-001/full/relative_family_summary.csv,,,0.0,SIR,high,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,radolfzell_great_tits_ontogeny,0.0595384418633711,results/EXP-20260817-001/full/relative_family_summary.csv,,,1.0,SIR,high,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,radolfzell_great_tits_ontogeny,-0.0004824688273982,results/EXP-20260817-001/full/relative_family_summary.csv,,,0.0,SIR,low,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,radolfzell_great_tits_ontogeny,-0.0023013470884781,results/EXP-20260817-001/full/relative_family_summary.csv,,,1.0,SIR,low,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,radolfzell_great_tits_ontogeny,-0.0007726499577433,results/EXP-20260817-001/full/relative_family_summary.csv,,,0.0,SIR,low,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,radolfzell_great_tits_ontogeny,-0.0028300868399885,results/EXP-20260817-001/full/relative_family_summary.csv,,,1.0,SIR,low,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,radolfzell_great_tits_ontogeny,-0.0004081702611114,results/EXP-20260817-001/full/relative_family_summary.csv,,,0.0,SIR,middle,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,radolfzell_great_tits_ontogeny,-0.0023566875048956,results/EXP-20260817-001/full/relative_family_summary.csv,,,1.0,SIR,middle,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,radolfzell_great_tits_ontogeny,0.0030563007630475,results/EXP-20260817-001/full/relative_family_summary.csv,,,0.0,SIR,middle,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,radolfzell_great_tits_ontogeny,0.0389464365069975,results/EXP-20260817-001/full/relative_family_summary.csv,,,1.0,SIR,middle,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,radolfzell_great_tits_ontogeny,-0.0003749463836544,results/EXP-20260817-003/full/relative_family_summary.csv,,,0.0,SEIR/Erlang,high,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,radolfzell_great_tits_ontogeny,0.0048875256315848,results/EXP-20260817-003/full/relative_family_summary.csv,,,1.0,SEIR/Erlang,high,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,radolfzell_great_tits_ontogeny,0.0043959920704771,results/EXP-20260817-003/full/relative_family_summary.csv,,,0.0,SEIR/Erlang,high,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,radolfzell_great_tits_ontogeny,0.0132066572153134,results/EXP-20260817-003/full/relative_family_summary.csv,,,1.0,SEIR/Erlang,high,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,radolfzell_great_tits_ontogeny,0.0011777565212169,results/EXP-20260817-003/full/relative_family_summary.csv,,,0.0,SEIR/Erlang,low,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,radolfzell_great_tits_ontogeny,0.0009279681707421,results/EXP-20260817-003/full/relative_family_summary.csv,,,1.0,SEIR/Erlang,low,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,radolfzell_great_tits_ontogeny,0.0019103572538176,results/EXP-20260817-003/full/relative_family_summary.csv,,,0.0,SEIR/Erlang,low,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,radolfzell_great_tits_ontogeny,0.0024090957388262,results/EXP-20260817-003/full/relative_family_summary.csv,,,1.0,SEIR/Erlang,low,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,radolfzell_great_tits_ontogeny,0.0012584252413377,results/EXP-20260817-003/full/relative_family_summary.csv,,,0.0,SEIR/Erlang,middle,,,
epidemic_regime,detected_contacts_over_history,delayed_detection,,,radolfzell_great_tits_ontogeny,0.0008406579399892,results/EXP-20260817-003/full/relative_family_summary.csv,,,1.0,SEIR/Erlang,middle,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,radolfzell_great_tits_ontogeny,0.0044552114449708,results/EXP-20260817-003/full/relative_family_summary.csv,,,0.0,SEIR/Erlang,middle,,,
epidemic_regime,detected_contacts_over_history,early_detection,,,radolfzell_great_tits_ontogeny,0.0019515580617408,results/EXP-20260817-003/full/relative_family_summary.csv,,,1.0,SEIR/Erlang,middle,,,
group_mapping,response_value,,,,linked_wytham_songbird_family,0.0051280347425787,results/EXP-20260819-008/full/mapping_family_summary.csv,,,,temporal_seir_erlang,,frequency_dependent,capacity_increment,
group_mapping,response_value,,,,linked_wytham_songbird_family,0.0107085830201155,results/EXP-20260819-008/full/mapping_family_summary.csv,,,,temporal_seir_erlang,,frequency_dependent,targeting_increment,
group_mapping,response_value,,,,linked_wytham_songbird_family,0.0158366177626942,results/EXP-20260819-008/full/mapping_family_summary.csv,,,,temporal_seir_erlang,,frequency_dependent,total_history_increment,
group_mapping,response_value,,,,linked_wytham_songbird_family,0.0050694575026267,results/EXP-20260819-008/full/mapping_family_summary.csv,,,,temporal_sir,,frequency_dependent,capacity_increment,
group_mapping,response_value,,,,linked_wytham_songbird_family,0.0075477894143508,results/EXP-20260819-008/full/mapping_family_summary.csv,,,,temporal_sir,,frequency_dependent,targeting_increment,
group_mapping,response_value,,,,linked_wytham_songbird_family,0.0126172469169775,results/EXP-20260819-008/full/mapping_family_summary.csv,,,,temporal_sir,,frequency_dependent,total_history_increment,
group_mapping,response_value,,,,linked_wytham_songbird_family,0.0038998608891082,results/EXP-20260819-008/full/mapping_family_summary.csv,,,,temporal_seir_erlang,,hazard_normalized_undiluted_clique,capacity_increment,
group_mapping,response_value,,,,linked_wytham_songbird_family,0.0044316296785552,results/EXP-20260819-008/full/mapping_family_summary.csv,,,,temporal_seir_erlang,,hazard_normalized_undiluted_clique,targeting_increment,
group_mapping,response_value,,,,linked_wytham_songbird_family,0.0083314905676635,results/EXP-20260819-008/full/mapping_family_summary.csv,,,,temporal_seir_erlang,,hazard_normalized_undiluted_clique,total_history_increment,
group_mapping,response_value,,,,linked_wytham_songbird_family,0.0053785997355977,results/EXP-20260819-008/full/mapping_family_summary.csv,,,,temporal_sir,,hazard_normalized_undiluted_clique,capacity_increment,
group_mapping,response_value,,,,linked_wytham_songbird_family,0.0030430781207988,results/EXP-20260819-008/full/mapping_family_summary.csv,,,,temporal_sir,,hazard_normalized_undiluted_clique,targeting_increment,
group_mapping,response_value,,,,linked_wytham_songbird_family,0.0084216778563966,results/EXP-20260819-008/full/mapping_family_summary.csv,,,,temporal_sir,,hazard_normalized_undiluted_clique,total_history_increment,
group_mapping,response_value,,,,radolfzell_great_tits_ontogeny,0.0018356997678226,results/EXP-20260819-008/full/mapping_family_summary.csv,,,,temporal_seir_erlang,,frequency_dependent,capacity_increment,
group_mapping,response_value,,,,radolfzell_great_tits_ontogeny,-0.0004462816523983,results/EXP-20260819-008/full/mapping_family_summary.csv,,,,temporal_seir_erlang,,frequency_dependent,targeting_increment,
group_mapping,response_value,,,,radolfzell_great_tits_ontogeny,0.0013894181154243,results/EXP-20260819-008/full/mapping_family_summary.csv,,,,temporal_seir_erlang,,frequency_dependent,total_history_increment,
group_mapping,response_value,,,,radolfzell_great_tits_ontogeny,0.0035060645509368,results/EXP-20260819-008/full/mapping_family_summary.csv,,,,temporal_sir,,frequency_dependent,capacity_increment,
group_mapping,response_value,,,,radolfzell_great_tits_ontogeny,0.0032609538938414,results/EXP-20260819-008/full/mapping_family_summary.csv,,,,temporal_sir,,frequency_dependent,targeting_increment,
group_mapping,response_value,,,,radolfzell_great_tits_ontogeny,0.0067670184447782,results/EXP-20260819-008/full/mapping_family_summary.csv,,,,temporal_sir,,frequency_dependent,total_history_increment,
group_mapping,response_value,,,,radolfzell_great_tits_ontogeny,0.0016311964496658,results/EXP-20260819-008/full/mapping_family_summary.csv,,,,temporal_seir_erlang,,hazard_normalized_undiluted_clique,capacity_increment,
group_mapping,response_value,,,,radolfzell_great_tits_ontogeny,-0.000424902743372,results/EXP-20260819-008/full/mapping_family_summary.csv,,,,temporal_seir_erlang,,hazard_normalized_undiluted_clique,targeting_increment,
group_mapping,response_value,,,,radolfzell_great_tits_ontogeny,0.0012062937062937,results/EXP-20260819-008/full/mapping_family_summary.csv,,,,temporal_seir_erlang,,hazard_normalized_undiluted_clique,total_history_increment,
group_mapping,response_value,,,,radolfzell_great_tits_ontogeny,0.0027278022375581,results/EXP-20260819-008/full/mapping_family_summary.csv,,,,temporal_sir,,hazard_normalized_undiluted_clique,capacity_increment,
group_mapping,response_value,,,,radolfzell_great_tits_ontogeny,0.002229384493506,results/EXP-20260819-008/full/mapping_family_summary.csv,,,,temporal_sir,,hazard_normalized_undiluted_clique,targeting_increment,
group_mapping,response_value,,,,radolfzell_great_tits_ontogeny,0.0049571867310641,results/EXP-20260819-008/full/mapping_family_summary.csv,,,,temporal_sir,,hazard_normalized_undiluted_clique,total_history_increment,
local_calibration,error_reduction,,,,domestic_sheep_sirtrack,0.3834929659220289,results/EXP-20260819-002/full/primary_improvements.csv,,,,temporal_seir_erlang,,,,avoidable_burden_mae
local_calibration,error_reduction,,,,domestic_sheep_sirtrack,0.0414462420916001,results/EXP-20260819-002/full/primary_improvements.csv,,,,temporal_seir_erlang,,,,detection_brier
local_calibration,error_reduction,,,,domestic_sheep_sirtrack,0.5857289685578467,results/EXP-20260819-002/full/primary_improvements.csv,,,,temporal_sir,,,,avoidable_burden_mae
local_calibration,error_reduction,,,,domestic_sheep_sirtrack,0.0795963246239458,results/EXP-20260819-002/full/primary_improvements.csv,,,,temporal_sir,,,,detection_brier
local_calibration,error_reduction,,,,guinea_baboons_sociopatterns,0.4691106323186588,results/EXP-20260819-002/full/primary_improvements.csv,,,,temporal_seir_erlang,,,,avoidable_burden_mae
local_calibration,error_reduction,,,,guinea_baboons_sociopatterns,0.3508005351253546,results/EXP-20260819-002/full/primary_improvements.csv,,,,temporal_seir_erlang,,,,detection_brier
local_calibration,error_reduction,,,,guinea_baboons_sociopatterns,0.2603655942598735,results/EXP-20260819-002/full/primary_improvements.csv,,,,temporal_sir,,,,avoidable_burden_mae
local_calibration,error_reduction,,,,guinea_baboons_sociopatterns,0.3075831326929114,results/EXP-20260819-002/full/primary_improvements.csv,,,,temporal_sir,,,,detection_brier
local_calibration,error_reduction,,,,linked_wytham_songbird_family,0.3837747112965533,results/EXP-20260819-002/full/primary_improvements.csv,,,,temporal_seir_erlang,,,,avoidable_burden_mae
local_calibration,error_reduction,,,,linked_wytham_songbird_family,-0.0039364246580886,results/EXP-20260819-002/full/primary_improvements.csv,,,,temporal_seir_erlang,,,,detection_brier
local_calibration,error_reduction,,,,linked_wytham_songbird_family,0.519991899176268,results/EXP-20260819-002/full/primary_improvements.csv,,,,temporal_sir,,,,avoidable_burden_mae
local_calibration,error_reduction,,,,linked_wytham_songbird_family,0.0376766242346586,results/EXP-20260819-002/full/primary_improvements.csv,,,,temporal_sir,,,,detection_brier
local_calibration,error_reduction,,,,radolfzell_great_tits_ontogeny,-0.165723342122472,results/EXP-20260819-002/full/primary_improvements.csv,,,,temporal_seir_erlang,,,,avoidable_burden_mae
local_calibration,error_reduction,,,,radolfzell_great_tits_ontogeny,-0.0281809578526369,results/EXP-20260819-002/full/primary_improvements.csv,,,,temporal_seir_erlang,,,,detection_brier
local_calibration,error_reduction,,,,radolfzell_great_tits_ontogeny,-0.172326609060476,results/EXP-20260819-002/full/primary_improvements.csv,,,,temporal_sir,,,,avoidable_burden_mae
local_calibration,error_reduction,,,,radolfzell_great_tits_ontogeny,-0.0245909265546258,results/EXP-20260819-002/full/primary_improvements.csv,,,,temporal_sir,,,,detection_brier
observation_error,detected_contacts_over_history,,,,domestic_sheep_sirtrack,-0.009375,results/EXP-20260817-006/full/observation_relative_family.csv,joint_moderate,,,,,,,
observation_error,detected_contacts_over_history,,,,domestic_sheep_sirtrack,-0.0114583333333333,results/EXP-20260817-006/full/observation_relative_family.csv,reference,,,,,,,
observation_error,detected_contacts_over_history,,,,guinea_baboons_sociopatterns,0.0292467948717948,results/EXP-20260817-006/full/observation_relative_family.csv,joint_moderate,,,,,,,
observation_error,detected_contacts_over_history,,,,guinea_baboons_sociopatterns,0.0100160256410256,results/EXP-20260817-006/full/observation_relative_family.csv,reference,,,,,,,
observation_error,detected_contacts_over_history,,,,linked_wytham_songbird_family,0.0228276181775368,results/EXP-20260817-006/full/observation_relative_family.csv,joint_moderate,,,,,,,
observation_error,detected_contacts_over_history,,,,linked_wytham_songbird_family,0.0588805723544517,results/EXP-20260817-006/full/observation_relative_family.csv,reference,,,,,,,
observation_error,detected_contacts_over_history,,,,oxford_wildbird_network,0.0691176470588235,results/EXP-20260817-006/full/observation_relative_family.csv,joint_moderate,,,,,,,
observation_error,detected_contacts_over_history,,,,oxford_wildbird_network,0.0588235294117647,results/EXP-20260817-006/full/observation_relative_family.csv,reference,,,,,,,
observation_error,detected_contacts_over_history,,,,radolfzell_great_tits_ontogeny,0.0433919362962952,results/EXP-20260817-006/full/observation_relative_family.csv,joint_moderate,,,,,,,
observation_error,detected_contacts_over_history,,,,radolfzell_great_tits_ontogeny,0.0421084632523627,results/EXP-20260817-006/full/observation_relative_family.csv,reference,,,,,,,
observation_error,policy_over_no_action,,,,domestic_sheep_sirtrack,0.009375,results/EXP-20260817-006/full/observation_absolute_family.csv,joint_moderate,contact_to_detected,,,,,,
observation_error,policy_over_no_action,,,,domestic_sheep_sirtrack,0.01875,results/EXP-20260817-006/full/observation_absolute_family.csv,joint_moderate,history_weight,,,,,,
observation_error,policy_over_no_action,,,,domestic_sheep_sirtrack,0.0083333333333333,results/EXP-20260817-006/full/observation_absolute_family.csv,reference,contact_to_detected,,,,,,
observation_error,policy_over_no_action,,,,domestic_sheep_sirtrack,0.0197916666666666,results/EXP-20260817-006/full/observation_absolute_family.csv,reference,history_weight,,,,,,
observation_error,policy_over_no_action,,,,guinea_baboons_sociopatterns,0.047676282051282,results/EXP-20260817-006/full/observation_absolute_family.csv,joint_moderate,contact_to_detected,,,,,,
observation_error,policy_over_no_action,,,,guinea_baboons_sociopatterns,0.0184294871794871,results/EXP-20260817-006/full/observation_absolute_family.csv,joint_moderate,history_weight,,,,,,
observation_error,policy_over_no_action,,,,guinea_baboons_sociopatterns,0.0717147435897435,results/EXP-20260817-006/full/observation_absolute_family.csv,reference,contact_to_detected,,,,,,
observation_error,policy_over_no_action,,,,guinea_baboons_sociopatterns,0.0616987179487179,results/EXP-20260817-006/full/observation_absolute_family.csv,reference,history_weight,,,,,,
observation_error,policy_over_no_action,,,,linked_wytham_songbird_family,-0.0643491458272572,results/EXP-20260817-006/full/observation_absolute_family.csv,joint_moderate,contact_to_detected,,,,,,
observation_error,policy_over_no_action,,,,linked_wytham_songbird_family,-0.0871767640047941,results/EXP-20260817-006/full/observation_absolute_family.csv,joint_moderate,history_weight,,,,,,
observation_error,policy_over_no_action,,,,linked_wytham_songbird_family,-0.0187532377162874,results/EXP-20260817-006/full/observation_absolute_family.csv,reference,contact_to_detected,,,,,,
observation_error,policy_over_no_action,,,,linked_wytham_songbird_family,-0.0776338100707392,results/EXP-20260817-006/full/observation_absolute_family.csv,reference,history_weight,,,,,,
observation_error,policy_over_no_action,,,,oxford_wildbird_network,0.0720588235294117,results/EXP-20260817-006/full/observation_absolute_family.csv,joint_moderate,contact_to_detected,,,,,,
observation_error,policy_over_no_action,,,,oxford_wildbird_network,0.0029411764705882,results/EXP-20260817-006/full/observation_absolute_family.csv,joint_moderate,history_weight,,,,,,
observation_error,policy_over_no_action,,,,oxford_wildbird_network,0.0705882352941176,results/EXP-20260817-006/full/observation_absolute_family.csv,reference,contact_to_detected,,,,,,
observation_error,policy_over_no_action,,,,oxford_wildbird_network,0.0117647058823529,results/EXP-20260817-006/full/observation_absolute_family.csv,reference,history_weight,,,,,,
